id,Tweet,Label,rm_special,remove_number,remove_p,tokens,stopword,remove_whitespace_LT,remove_whitespace_multiple,preprocess_tweet
429,"Aduh kelompok ini bener-bener deh, salah satu hal gak enaknya ikut studi independen itu krn org-orgnya beda kampus, kalo tugas kelompok gini ngilang, lbh mentingin kampus daripada nih stupen padahal banyak yg nilainya bergantung disini",Tidak Mendukung,Aduh kelompok ini bener bener deh salah satu hal gak enaknya ikut studi independen itu krn org orgnya beda kampus kalo tugas kelompok gini ngilang lbh mentingin kampus daripada nih stupen padahal banyak yg nilainya bergantung disini,Aduh kelompok ini bener bener deh salah satu hal gak enaknya ikut studi independen itu krn org orgnya beda kampus kalo tugas kelompok gini ngilang lbh mentingin kampus daripada nih stupen padahal banyak yg nilainya bergantung disini,Aduh kelompok ini bener bener deh salah satu hal gak enaknya ikut studi independen itu krn org orgnya beda kampus kalo tugas kelompok gini ngilang lbh mentingin kampus daripada nih stupen padahal banyak yg nilainya bergantung disini,"['Aduh', 'kelompok', 'ini', 'bener', 'bener', 'deh', 'salah', 'satu', 'hal', 'gak', 'enaknya', 'ikut', 'studi', 'independen', 'itu', 'krn', 'org', 'orgnya', 'beda', 'kampus', 'kalo', 'tugas', 'kelompok', 'gini', 'ngilang', 'lbh', 'mentingin', 'kampus', 'daripada', 'nih', 'stupen', 'padahal', 'banyak', 'yg', 'nilainya', 'bergantung', 'disini']",aduh kelompok bener bener deh salah gak enaknya studi independen krn org orgnya beda kampus kalo tugas kelompok gini ngilang lbh mentingin kampus nih stupen yg nilainya bergantung,aduh kelompok bener bener deh salah gak enaknya studi independen krn org orgnya beda kampus kalo tugas kelompok gini ngilang lbh mentingin kampus nih stupen yg nilainya bergantung,aduh kelompok bener bener deh salah gak enaknya studi independen krn org orgnya beda kampus kalo tugas kelompok gini ngilang lbh mentingin kampus nih stupen yg nilainya bergantung,aduh kelompok bener bener deh salah gak enak studi independen krn org orgnya beda kampus kalo tugas kelompok gin ngilang lbh mentingin kampus nih stupen yg nilai gantung
430,"studi independen online ini bener"" simulasi pengangguran",Tidak Mendukung,"studi independen online ini bener"" simulasi pengangguran","studi independen online ini bener"" simulasi pengangguran",studi independen online ini bener simulasi pengangguran,"['studi', 'independen', 'online', 'ini', 'bener', 'simulasi', 'pengangguran']",studi independen online bener simulasi pengangguran,studi independen online bener simulasi pengangguran,studi independen online bener simulasi pengangguran,studi independen online bener simulasi anggur
431,dulu pas studi independen berasa kaya banget digaji skrg gaada pemasukan kerasa bgt yhhhh,Tidak Mendukung,dulu pas studi independen berasa kaya banget digaji skrg gaada pemasukan kerasa bgt yhhhh,dulu pas studi independen berasa kaya banget digaji skrg gaada pemasukan kerasa bgt yhhhh,dulu pas studi independen berasa kaya banget digaji skrg gaada pemasukan kerasa bgt yhhhh,"['dulu', 'pas', 'studi', 'independen', 'berasa', 'kaya', 'banget', 'digaji', 'skrg', 'gaada', 'pemasukan', 'kerasa', 'bgt', 'yhhhh']",pas studi independen berasa kaya digaji gaada pemasukan kerasa bgt yhhhh,pas studi independen berasa kaya digaji gaada pemasukan kerasa bgt yhhhh,pas studi independen berasa kaya digaji gaada pemasukan kerasa bgt yhhhh,pas studi independen asa kaya gaji gaada pasu rasa bgt yhhhh
432,"Enak yah ikut Studi Independen kampus Merdeka, gak! Gak enak, gua tiap hari nahan emosi 🙏🏻 punya anggota kelompok ""Si paling semester 7 lagi skripsi"" yang beban, dan bebanin semua tugas nya ke gua.",Tidak Mendukung,"Enak yah ikut Studi Independen kampus Merdeka gak! Gak enak gua tiap hari nahan emosi ?? punya anggota kelompok ""Si paling semester 7 lagi skripsi"" yang beban dan bebanin semua tugas nya ke gua.","Enak yah ikut Studi Independen kampus Merdeka gak! Gak enak gua tiap hari nahan emosi ?? punya anggota kelompok ""Si paling semester  lagi skripsi"" yang beban dan bebanin semua tugas nya ke gua.",Enak yah ikut Studi Independen kampus Merdeka gak Gak enak gua tiap hari nahan emosi  punya anggota kelompok Si paling semester  lagi skripsi yang beban dan bebanin semua tugas nya ke gua,"['Enak', 'yah', 'ikut', 'Studi', 'Independen', 'kampus', 'Merdeka', 'gak', 'Gak', 'enak', 'gua', 'tiap', 'hari', 'nahan', 'emosi', 'punya', 'anggota', 'kelompok', 'Si', 'paling', 'semester', 'lagi', 'skripsi', 'yang', 'beban', 'dan', 'bebanin', 'semua', 'tugas', 'nya', 'ke', 'gua']",enak yah studi independen kampus merdeka gak gak enak gua nahan emosi anggota kelompok si semester skripsi beban bebanin tugas nya gua,enak yah studi independen kampus merdeka gak gak enak gua nahan emosi anggota kelompok si semester skripsi beban bebanin tugas nya gua,enak yah studi independen kampus merdeka gak gak enak gua nahan emosi anggota kelompok si semester skripsi beban bebanin tugas nya gua,enak yah studi independen kampus merdeka gak gak enak gua nahan emosi anggota kelompok si semester skripsi beban bebanin tugas nya gua
433,abis mental breakdown grgr tugas studi independen ampe pacar sy ikut moodswing grgr syyyy wkwk,Tidak Mendukung,abis mental breakdown grgr tugas studi independen ampe pacar sy ikut moodswing grgr syyyy wkwk,abis mental breakdown grgr tugas studi independen ampe pacar sy ikut moodswing grgr syyyy wkwk,abis mental breakdown grgr tugas studi independen ampe pacar sy ikut moodswing grgr syyyy wkwk,"['abis', 'mental', 'breakdown', 'grgr', 'tugas', 'studi', 'independen', 'ampe', 'pacar', 'sy', 'ikut', 'moodswing', 'grgr', 'syyyy', 'wkwk']",mental breakdown grgr tugas studi independen ampe pacar sy moodswing grgr syyyy,mental breakdown grgr tugas studi independen ampe pacar sy moodswing grgr syyyy,mental breakdown grgr tugas studi independen ampe pacar sy moodswing grgr syyyy,mental breakdown grgr tugas studi independen ampe pacar sy moodswing grgr syyyy
434,studi independen anjing,Tidak Mendukung,studi independen anjing,studi independen anjing,studi independen anjing,"['studi', 'independen', 'anjing']",studi independen anjing,studi independen anjing,studi independen anjing,studi independen anjing
435,jirrr ada yang mau ngerjain laporan harian studi independen gua gak sih,Tidak Mendukung,jirrr ada yang mau ngerjain laporan harian studi independen gua gak sih,jirrr ada yang mau ngerjain laporan harian studi independen gua gak sih,jirrr ada yang mau ngerjain laporan harian studi independen gua gak sih,"['jirrr', 'ada', 'yang', 'mau', 'ngerjain', 'laporan', 'harian', 'studi', 'independen', 'gua', 'gak', 'sih']",jirrr ngerjain laporan harian studi independen gua gak sih,jirrr ngerjain laporan harian studi independen gua gak sih,jirrr ngerjain laporan harian studi independen gua gak sih,jirrr ngerjain lapor hari studi independen gua gak sih
436,"gue yg emang dari dua bulan lalu nyimpen rasa sedih karena masalah pribadi, ditambah tugas kuliah, tugas studi independen yg susah bgt, dicampur sama denger ibu gue marah karena ga ditanyain dengan ngomong 'nitipin anak' :) gue udah lama dan selalu kepikiran emang kalo kata kata-",Tidak Mendukung,gue yg emang dari dua bulan lalu nyimpen rasa sedih karena masalah pribadi ditambah tugas kuliah tugas studi independen yg susah bgt dicampur sama denger ibu gue marah karena ga ditanyain dengan ngomong 'nitipin anak' :) gue udah lama dan selalu kepikiran emang kalo kata kata,gue yg emang dari dua bulan lalu nyimpen rasa sedih karena masalah pribadi ditambah tugas kuliah tugas studi independen yg susah bgt dicampur sama denger ibu gue marah karena ga ditanyain dengan ngomong 'nitipin anak' :) gue udah lama dan selalu kepikiran emang kalo kata kata,gue yg emang dari dua bulan lalu nyimpen rasa sedih karena masalah pribadi ditambah tugas kuliah tugas studi independen yg susah bgt dicampur sama denger ibu gue marah karena ga ditanyain dengan ngomong nitipin anak  gue udah lama dan selalu kepikiran emang kalo kata kata,"['gue', 'yg', 'emang', 'dari', 'dua', 'bulan', 'lalu', 'nyimpen', 'rasa', 'sedih', 'karena', 'masalah', 'pribadi', 'ditambah', 'tugas', 'kuliah', 'tugas', 'studi', 'independen', 'yg', 'susah', 'bgt', 'dicampur', 'sama', 'denger', 'ibu', 'gue', 'marah', 'karena', 'ga', 'ditanyain', 'dengan', 'ngomong', 'nitipin', 'anak', 'gue', 'udah', 'lama', 'dan', 'selalu', 'kepikiran', 'emang', 'kalo', 'kata', 'kata']",gue yg nyimpen sedih pribadi ditambah tugas kuliah tugas studi independen yg bgt dicampur denger gue marah ga ditanyain ngomong nitipin anak gue udah kepikiran kalo,gue yg nyimpen sedih pribadi ditambah tugas kuliah tugas studi independen yg bgt dicampur denger gue marah ga ditanyain ngomong nitipin anak gue udah kepikiran kalo,gue yg nyimpen sedih pribadi ditambah tugas kuliah tugas studi independen yg bgt dicampur denger gue marah ga ditanyain ngomong nitipin anak gue udah kepikiran kalo,gue yg nyimpen sedih pribadi tambah tugas kuliah tugas studi independen yg bgt campur denger gue marah ga ditanyain ngomong nitipin anak gue udah pikir kalo
437,"Selama ini kuliah ngerasa salah jurusan lurus lurus aja, tiba tiba di semester 7 ada tembok besar yang bikin pengen berenti kuliah. Temboknya itu adalah studi independen yang aku apply tp gabisa ngundurin diri",Tidak Mendukung,Selama ini kuliah ngerasa salah jurusan lurus lurus aja tiba tiba di semester 7 ada tembok besar yang bikin pengen berenti kuliah. Temboknya itu adalah studi independen yang aku apply tp gabisa ngundurin diri,Selama ini kuliah ngerasa salah jurusan lurus lurus aja tiba tiba di semester  ada tembok besar yang bikin pengen berenti kuliah. Temboknya itu adalah studi independen yang aku apply tp gabisa ngundurin diri,Selama ini kuliah ngerasa salah jurusan lurus lurus aja tiba tiba di semester  ada tembok besar yang bikin pengen berenti kuliah Temboknya itu adalah studi independen yang aku apply tp gabisa ngundurin diri,"['Selama', 'ini', 'kuliah', 'ngerasa', 'salah', 'jurusan', 'lurus', 'lurus', 'aja', 'tiba', 'tiba', 'di', 'semester', 'ada', 'tembok', 'besar', 'yang', 'bikin', 'pengen', 'berenti', 'kuliah', 'Temboknya', 'itu', 'adalah', 'studi', 'independen', 'yang', 'aku', 'apply', 'tp', 'gabisa', 'ngundurin', 'diri']",kuliah ngerasa salah jurusan lurus lurus aja semester tembok bikin pengen berenti kuliah temboknya studi independen apply tp gabisa ngundurin,kuliah ngerasa salah jurusan lurus lurus aja semester tembok bikin pengen berenti kuliah temboknya studi independen apply tp gabisa ngundurin,kuliah ngerasa salah jurusan lurus lurus aja semester tembok bikin pengen berenti kuliah temboknya studi independen apply tp gabisa ngundurin,kuliah ngerasa salah jurus lurus lurus aja semester tembok bikin ken renti kuliah tembok studi independen apply tp gabisa ngundurin
438,"studi independen mendapatkan tim anjing

gua kebut di h-2 minggu pitching soalnya gua mau ada presentasi pkp 2 di hari pitching

semuanya malah gradakan di h-mepet pitching. konsep yang udah gua kerjain tbtb diubah mepet mepet. padahal udah gua tanyain ke mentor",Tidak Mendukung,studi independen mendapatkan tim anjing gua kebut di h 2 minggu pitching soalnya gua mau ada presentasi pkp 2 di hari pitching semuanya malah gradakan di h mepet pitching. konsep yang udah gua kerjain tbtb diubah mepet mepet. padahal udah gua tanyain ke mentor,studi independen mendapatkan tim anjing gua kebut di h  minggu pitching soalnya gua mau ada presentasi pkp  di hari pitching semuanya malah gradakan di h mepet pitching. konsep yang udah gua kerjain tbtb diubah mepet mepet. padahal udah gua tanyain ke mentor,studi independen mendapatkan tim anjing gua kebut di h  minggu pitching soalnya gua mau ada presentasi pkp  di hari pitching semuanya malah gradakan di h mepet pitching konsep yang udah gua kerjain tbtb diubah mepet mepet padahal udah gua tanyain ke mentor,"['studi', 'independen', 'mendapatkan', 'tim', 'anjing', 'gua', 'kebut', 'di', 'h', 'minggu', 'pitching', 'soalnya', 'gua', 'mau', 'ada', 'presentasi', 'pkp', 'di', 'hari', 'pitching', 'semuanya', 'malah', 'gradakan', 'di', 'h', 'mepet', 'pitching', 'konsep', 'yang', 'udah', 'gua', 'kerjain', 'tbtb', 'diubah', 'mepet', 'mepet', 'padahal', 'udah', 'gua', 'tanyain', 'ke', 'mentor']",studi independen tim anjing gua kebut h minggu pitching gua presentasi pkp pitching gradakan h mepet pitching konsep udah gua kerjain diubah mepet mepet udah gua tanyain mentor,studi independen tim anjing gua kebut h minggu pitching gua presentasi pkp pitching gradakan h mepet pitching konsep udah gua kerjain diubah mepet mepet udah gua tanyain mentor,studi independen tim anjing gua kebut h minggu pitching gua presentasi pkp pitching gradakan h mepet pitching konsep udah gua kerjain diubah mepet mepet udah gua tanyain mentor,studi independen tim anjing gua kebut h minggu pitching gua presentasi pkp pitching gradakan h mepet pitching konsep udah gua kerjain ubah mepet mepet udah gua tanyain mentor
439,bener bener keteteran tugas studi independen how this,Tidak Mendukung,bener bener keteteran tugas studi independen how this,bener bener keteteran tugas studi independen how this,bener bener keteteran tugas studi independen how this,"['bener', 'bener', 'keteteran', 'tugas', 'studi', 'independen', 'how', 'this']",bener bener keteteran tugas studi independen how this,bener bener keteteran tugas studi independen how this,bener bener keteteran tugas studi independen how this,bener bener keteter tugas studi independen how this
440,ini gmna bisa matkul yang materinya mirip sama yg diambil di studi independen ngga ke konversi. Nangis bgt tolongg 😭,Tidak Mendukung,ini gmna bisa matkul yang materinya mirip sama yg diambil di studi independen ngga ke konversi. Nangis bgt tolongg ?,ini gmna bisa matkul yang materinya mirip sama yg diambil di studi independen ngga ke konversi. Nangis bgt tolongg ?,ini gmna bisa matkul yang materinya mirip sama yg diambil di studi independen ngga ke konversi Nangis bgt tolongg ,"['ini', 'gmna', 'bisa', 'matkul', 'yang', 'materinya', 'mirip', 'sama', 'yg', 'diambil', 'di', 'studi', 'independen', 'ngga', 'ke', 'konversi', 'Nangis', 'bgt', 'tolongg']",gmna matkul materinya yg diambil studi independen ngga konversi nangis bgt tolongg,gmna matkul materinya yg diambil studi independen ngga konversi nangis bgt tolongg,gmna matkul materinya yg diambil studi independen ngga konversi nangis bgt tolongg,gmna matkul materi yg ambil studi independen ngga konversi nang bgt tolongg
441,"studi independen minggu ini nganggur bgt, tp tibatiba tubesnya hihihi DAR😔",Tidak Mendukung,studi independen minggu ini nganggur bgt tp tibatiba tubesnya hihihi DAR?,studi independen minggu ini nganggur bgt tp tibatiba tubesnya hihihi DAR?,studi independen minggu ini nganggur bgt tp tibatiba tubesnya hihihi DAR,"['studi', 'independen', 'minggu', 'ini', 'nganggur', 'bgt', 'tp', 'tibatiba', 'tubesnya', 'hihihi', 'DAR']",studi independen minggu nganggur bgt tp tibatiba tubesnya hihihi dar,studi independen minggu nganggur bgt tp tibatiba tubesnya hihihi dar,studi independen minggu nganggur bgt tp tibatiba tubesnya hihihi dar,studi independen minggu nganggur bgt tp tibatiba tubesnya hihihi dar
442,BEGO DAH PADAHAL DARI AWAP JUGA NIATNYA MAGANG BUKAN STUDI INDEPENDEN NGAPA LU JADI SOK SOKAN AMBIL STUDI INDEPENDEN GOBLOK,Tidak Mendukung,BEGO DAH PADAHAL DARI AWAP JUGA NIATNYA MAGANG BUKAN STUDI INDEPENDEN NGAPA LU JADI SOK SOKAN AMBIL STUDI INDEPENDEN GOBLOK,BEGO DAH PADAHAL DARI AWAP JUGA NIATNYA MAGANG BUKAN STUDI INDEPENDEN NGAPA LU JADI SOK SOKAN AMBIL STUDI INDEPENDEN GOBLOK,BEGO DAH PADAHAL DARI AWAP JUGA NIATNYA MAGANG BUKAN STUDI INDEPENDEN NGAPA LU JADI SOK SOKAN AMBIL STUDI INDEPENDEN GOBLOK,"['BEGO', 'DAH', 'PADAHAL', 'DARI', 'AWAP', 'JUGA', 'NIATNYA', 'MAGANG', 'BUKAN', 'STUDI', 'INDEPENDEN', 'NGAPA', 'LU', 'JADI', 'SOK', 'SOKAN', 'AMBIL', 'STUDI', 'INDEPENDEN', 'GOBLOK']",bego dah awap niatnya magang studi independen ngapa lu sok sokan studi independen goblok,bego dah awap niatnya magang studi independen ngapa lu sok sokan studi independen goblok,bego dah awap niatnya magang studi independen ngapa lu sok sokan studi independen goblok,bego dah awap niat magang studi independen ngapa lu sok sok studi independen goblok
443,SOK SOKAN IKUT STUDI INDEPENDEN SI LU,Tidak Mendukung,SOK SOKAN IKUT STUDI INDEPENDEN SI LU,SOK SOKAN IKUT STUDI INDEPENDEN SI LU,SOK SOKAN IKUT STUDI INDEPENDEN SI LU,"['SOK', 'SOKAN', 'IKUT', 'STUDI', 'INDEPENDEN', 'SI', 'LU']",sok sokan studi independen si lu,sok sokan studi independen si lu,sok sokan studi independen si lu,sok sok studi independen si lu
444,SIAPA SURUH IKUT STUDI INDEPENDEN MUT UDAH TAU LU GOBLOK,Tidak Mendukung,SIAPA SURUH IKUT STUDI INDEPENDEN MUT UDAH TAU LU GOBLOK,SIAPA SURUH IKUT STUDI INDEPENDEN MUT UDAH TAU LU GOBLOK,SIAPA SURUH IKUT STUDI INDEPENDEN MUT UDAH TAU LU GOBLOK,"['SIAPA', 'SURUH', 'IKUT', 'STUDI', 'INDEPENDEN', 'MUT', 'UDAH', 'TAU', 'LU', 'GOBLOK']",suruh studi independen mut udah tau lu goblok,suruh studi independen mut udah tau lu goblok,suruh studi independen mut udah tau lu goblok,suruh studi independen mut udah tau lu goblok
445,studi independen jadi beban pikiran nn,Tidak Mendukung,studi independen jadi beban pikiran nn,studi independen jadi beban pikiran nn,studi independen jadi beban pikiran nn,"['studi', 'independen', 'jadi', 'beban', 'pikiran', 'nn']",studi independen beban pikiran nn,studi independen beban pikiran nn,studi independen beban pikiran nn,studi independen beban pikir nn
446,ga keurus lagi studi independen ini anj,Tidak Mendukung,ga keurus lagi studi independen ini anj,ga keurus lagi studi independen ini anj,ga keurus lagi studi independen ini anj,"['ga', 'keurus', 'lagi', 'studi', 'independen', 'ini', 'anj']",ga keurus studi independen anj,ga keurus studi independen anj,ga keurus studi independen anj,ga urus studi independen anj
447,pusing anjr studi independen,Tidak Mendukung,pusing anjr studi independen,pusing anjr studi independen,pusing anjr studi independen,"['pusing', 'anjr', 'studi', 'independen']",pusing anjr studi independen,pusing anjr studi independen,pusing anjr studi independen,pusing anjr studi independen
448,"@collegemenfess Capek banget nunggu krs diisiin sama fakultas lama amat, ini mau ngajuin judul kagak di acc2 gara2 aku ikut studi independen. Capek cari responden buat penelitian dosen. Capek kerja, capek pingin jadi kucing just meow meow",Tidak Mendukung,Capek banget nunggu krs diisiin sama fakultas lama amat ini mau ngajuin judul kagak di acc2 gara2 aku ikut studi independen. Capek cari responden buat penelitian dosen. Capek kerja capek pingin jadi kucing just meow meow,Capek banget nunggu krs diisiin sama fakultas lama amat ini mau ngajuin judul kagak di acc gara aku ikut studi independen. Capek cari responden buat penelitian dosen. Capek kerja capek pingin jadi kucing just meow meow,Capek banget nunggu krs diisiin sama fakultas lama amat ini mau ngajuin judul kagak di acc gara aku ikut studi independen Capek cari responden buat penelitian dosen Capek kerja capek pingin jadi kucing just meow meow,"['Capek', 'banget', 'nunggu', 'krs', 'diisiin', 'sama', 'fakultas', 'lama', 'amat', 'ini', 'mau', 'ngajuin', 'judul', 'kagak', 'di', 'acc', 'gara', 'aku', 'ikut', 'studi', 'independen', 'Capek', 'cari', 'responden', 'buat', 'penelitian', 'dosen', 'Capek', 'kerja', 'capek', 'pingin', 'jadi', 'kucing', 'just', 'meow', 'meow']",nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden penelitian dosen kerja pingin kucing just meow meow,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden penelitian dosen kerja pingin kucing just meow meow,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden penelitian dosen kerja pingin kucing just meow meow,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden teliti dosen kerja pingin kucing just meow meow
